date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,fips
2020-05-13,87,181,36,5,15,23,0.9436343435,0.3915490385,61,40518,2878,120613,1237,09007,9007
2020-05-14,85,181,36,5,14,23,0.9463722166,0.3849851799,65,41015,2795,120155,1198,09007,9007
2020-05-15,83,181,35,5,14,23,0.9476926583,0.3788304985,69,41496,2713,119712,1160,09007,9007
2020-05-16,81,181,34,5,13,23,0.9473140331,0.3673927928,73,41961,2633,119283,1122,09007,9007
2020-05-17,79,181,34,5,13,23,0.9456380239,0.3621031122,76,42412,2553,118869,1086,09007,9007
2020-05-18,77,181,33,5,13,23,0.9425387807,0.3687712894,80,42848,2475,118469,1051,09007,9007
2020-05-19,75,181,32,5,12,23,0.9382150815,0.3700194339,84,43269,2398,118082,1016,09007,9007
2020-05-20,73,181,31,5,12,23,0.9326089806,0.3658642731,87,43676,2323,117709,982,09007,9007
2020-05-21,71,181,31,5,11,23,0.9259313143,0.3677919493,90,44070,2250,117349,948,09007,9007
2020-05-22,69,181,30,5,11,23,0.9179470325,0.3585498075,94,44450,2178,117001,916,09007,9007
2020-05-23,67,181,29,5,11,23,0.909109329,0.3784215409,97,44818,2107,116665,884,09007,9007
2020-05-24,65,181,28,5,10,23,0.8990138311,0.3755623574,100,45172,2038,116341,854,09007,9007
2020-05-25,63,181,28,5,10,23,0.8875245623,0.3846525263,103,45514,1971,116029,824,09007,9007
2020-05-26,61,181,27,5,9,23,0.8743951477,0.3942161645,106,45844,1905,115728,795,09007,9007
2020-05-27,59,181,26,5,9,23,0.8604991379,0.3924540943,109,46163,1841,115437,767,09007,9007
2020-05-28,57,181,25,5,9,23,0.8456002695,0.3909815245,112,46470,1778,115157,739,09007,9007
2020-05-29,55,181,25,5,8,23,0.8301907832,0.4012033627,114,46767,1718,114887,713,09007,9007
2020-05-30,53,181,24,5,8,23,0.8135749565,0.3944529333,117,47053,1658,114627,687,09007,9007
2020-05-31,52,181,23,5,7,23,0.7961341944,0.3994876477,120,47328,1601,114376,662,09007,9007
2020-06-01,50,181,23,5,7,23,0.7785603519,0.3987872763,122,47594,1545,114135,638,09007,9007
2020-06-02,48,181,22,5,7,23,0.7614395369,0.4037296299,125,47849,1490,113903,615,09007,9007
2020-06-03,46,181,21,5,6,23,0.7449769191,0.4084819783,127,48096,1437,113679,592,09007,9007
2020-06-04,45,181,20,5,6,23,0.7297844565,0.4128676645,129,48333,1386,113464,570,09007,9007
2020-06-05,43,181,20,5,6,23,0.7156940559,0.4227087155,132,48561,1336,113256,549,09007,9007
2020-06-06,41,181,19,5,5,23,0.7037672776,0.4203781771,134,48781,1288,113057,529,09007,9007
2020-06-07,40,181,18,5,5,23,0.6939871657,0.4347484576,136,48993,1241,112865,509,09007,9007
2020-06-08,38,181,18,5,5,23,0.6864088568,0.4600301378,138,49198,1196,112679,490,09007,9007
2020-06-09,37,181,17,5,4,23,0.6814559254,0.478780434,140,49395,1152,112501,471,09007,9007
2020-06-10,35,181,17,5,4,23,0.6792055298,0.502524078,142,49584,1109,112329,453,09007,9007
2020-06-11,34,181,16,5,4,23,0.6793351437,0.5024866617,144,49766,1068,112165,436,09007,9007
2020-06-12,32,181,15,5,3,23,0.6816302345,0.5249181368,146,49942,1028,112005,419,09007,9007
2020-06-13,31,181,15,5,3,23,0.6857651513,0.5410449972,147,50111,990,111852,403,09007,9007
2020-06-14,30,181,14,5,3,23,0.6916450602,0.5624416245,149,50274,953,111706,388,09007,9007
2020-06-15,28,181,14,5,3,23,0.6987407481,0.5777137839,151,50428,917,111567,373,09007,9007
2020-06-16,27,181,13,5,2,23,0.7065440693,0.5812346618,152,50580,882,111429,358,09007,9007
2020-06-17,26,181,13,5,2,23,0.7147005036,0.5846536047,154,50725,848,111298,344,09007,9007
2020-06-18,25,181,12,5,2,23,0.7232605776,0.5995030323,155,50864,816,111172,331,09007,9007
2020-06-19,24,181,12,5,2,23,0.7318367449,0.6028008088,157,50997,785,111053,318,09007,9007
2020-06-20,22,181,11,5,1,23,0.7400961072,0.6119635416,158,51124,755,110937,305,09007,9007
2020-06-21,21,181,11,5,1,23,0.7472925956,0.6272066024,160,51247,726,110827,293,09007,9007
2020-06-22,20,181,10,5,1,23,0.7539870345,0.631047587,161,51364,698,110721,282,09007,9007
2020-06-23,19,181,10,5,1,23,0.7597398321,0.6467074055,162,51477,671,110619,271,09007,9007
2020-06-24,18,181,9,5,1,23,0.7651371395,0.6509228397,163,51585,645,110521,260,09007,9007
2020-06-25,17,181,9,5,0,23,0.7696703674,0.6553877123,164,51689,620,110428,250,09007,9007
2020-06-26,16,181,8,5,0,23,0.7733941445,0.6543127504,166,51789,596,110338,240,09007,9007
2020-06-27,15,181,8,5,0,23,0.7762344133,0.6708133435,167,51884,573,110252,231,09007,9007
2020-06-28,14,181,7,5,0,23,0.7782400389,0.6644608666,168,51976,550,110169,222,09007,9007
2020-06-29,14,181,7,5,0,23,0.7797159148,0.6755818233,169,52065,529,110089,213,09007,9007
2020-06-30,13,181,7,5,0,23,0.7806677052,0.6753070651,170,52150,508,110012,204,09007,9007
2020-07-01,12,181,6,5,0,23,0.7811733545,0.6809345994,171,52232,488,109939,196,09007,9007
2020-07-02,11,181,6,5,0,23,0.7813273206,0.6751166505,172,52310,469,109868,188,09007,9007
2020-07-03,10,181,6,5,0,23,0.7811841078,0.6693844898,173,52386,450,109800,181,09007,9007
2020-07-04,10,181,5,5,0,23,0.7801159994,0.6870133342,173,52459,433,109732,176,09007,9007
2020-07-05,9,181,5,5,0,23,0.7787167318,0.687417268,174,52530,418,109664,173,09007,9007
2020-07-06,8,181,5,5,0,23,0.7768643582,0.6937255049,175,52601,404,109595,171,09007,9007
2020-07-07,8,181,4,5,0,23,0.7747407142,0.7058855534,176,52671,393,109525,171,09007,9007
2020-07-08,7,181,4,5,0,23,0.7725287266,0.7122976019,176,52741,383,109454,172,09007,9007
2020-07-09,7,181,4,5,0,23,0.7702977858,0.7129416191,177,52812,376,109382,173,09007,9007
2020-07-10,6,181,3,5,0,23,0.7678210036,0.7078831018,178,52883,371,109309,175,09007,9007
2020-07-11,6,181,3,5,0,23,0.7654516415,0.7201140831,179,52955,368,109233,178,09007,9007
2020-07-12,5,181,3,5,0,23,0.76276594,0.7208893784,179,53029,366,109156,182,09007,9007
2020-07-13,5,181,3,5,0,23,0.7597784566,0.733298796,180,53104,367,109076,187,09007,9007
2020-07-14,4,181,3,5,0,23,0.7566452478,0.7399767781,180,53182,369,108992,192,09007,9007
2020-07-15,4,181,2,5,0,23,0.7535627097,0.7466401329,181,53262,373,108906,199,09007,9007
2020-07-16,4,181,2,5,0,23,0.7508450361,0.741651155,182,53346,379,108815,206,09007,9007
2020-07-17,4,181,2,5,0,23,0.7480745795,0.7539979223,182,53432,387,108721,214,09007,9007
2020-07-18,3,181,2,5,0,23,0.745220599,0.7663688009,183,53521,396,108624,222,09007,9007
2020-07-19,3,181,2,5,0,23,0.7425486576,0.7786871293,183,53613,406,108525,229,09007,9007
2020-07-20,3,181,2,5,0,23,0.7397971258,0.7968019362,184,53708,417,108423,236,09007,9007
2020-07-21,3,181,2,5,0,23,0.7374246211,0.8148073274,184,53806,428,108318,243,09007,9007
2020-07-22,3,181,2,5,0,23,0.7351641136,0.8327803878,185,53906,440,108211,249,09007,9007
2020-07-23,3,181,2,5,0,23,0.7331498691,0.8449088555,186,54010,452,108101,256,09007,9007
2020-07-24,3,181,2,5,0,23,0.7312036456,0.9183352462,186,54115,464,107989,263,09007,9007
2020-07-25,3,181,2,5,0,23,0.7293346426,0.9511736362,187,54224,477,107873,270,09007,9007
2020-07-26,3,181,2,5,0,23,0.7274000307,0.9888308977,187,54336,490,107754,277,09007,9007
2020-07-27,4,181,2,5,0,23,0.7255917743,1.0314560845,188,54450,503,107633,284,09007,9007
2020-07-28,4,181,2,5,0,23,0.723902269,1.0927214832,188,54568,516,107508,291,09007,9007
2020-07-29,4,181,2,5,0,23,0.722865984,1.1452989993,189,54688,530,107380,299,09007,9007
2020-07-30,4,181,2,5,0,23,0.7218411342,1.1947308318,189,54812,543,107249,306,09007,9007
2020-07-31,4,181,2,5,0,23,0.7208511929,1.2392211322,190,54939,557,107114,314,09007,9007
2020-08-01,5,181,2,5,0,23,0.7199117151,1.300102673,190,55068,572,106977,322,09007,9007
2020-08-02,5,181,2,5,0,23,,,191,55201,586,106836,329,09007,9007
2020-08-03,5,181,2,5,0,23,,,192,55337,601,106693,337,09007,9007
2020-08-04,5,181,2,5,0,23,,,192,55476,615,106547,343,09007,9007
2020-08-05,6,181,2,5,0,23,,,193,55618,630,106399,350,09007,9007
2020-08-06,6,181,2,5,0,23,,,193,55762,644,106249,356,09007,9007
2020-08-07,6,181,2,5,0,23,,,194,55909,658,106096,363,09007,9007
2020-08-08,6,181,2,5,0,23,,,195,56058,671,105940,368,09007,9007
2020-08-09,7,181,2,5,0,23,,,195,56210,684,105783,374,09007,9007
2020-08-10,7,181,2,5,0,23,,,196,56363,697,105624,379,09007,9007
2020-08-11,7,181,3,5,0,23,,,197,56519,709,105463,384,09007,9007
2020-08-12,8,181,3,5,0,23,,,197,56677,721,105301,389,09007,9007
2020-08-13,8,181,3,5,0,23,,,198,56836,732,105137,393,09007,9007
2020-08-14,8,181,3,5,0,23,,,199,56998,742,104972,397,09007,9007
2020-08-15,9,181,3,5,0,23,,,200,57160,753,104806,401,09007,9007
2020-08-16,9,181,3,5,0,23,,,200,57325,762,104638,404,09007,9007
2020-08-17,9,181,3,5,0,23,,,201,57491,771,104468,408,09007,9007
2020-08-18,9,181,3,5,0,23,,,202,57658,780,104297,412,09007,9007
2020-08-19,10,181,3,5,0,23,,,203,57827,789,104124,416,09007,9007
2020-08-20,10,181,3,5,0,23,,,203,57998,797,103949,420,09007,9007
2020-08-21,10,181,4,5,0,23,,,204,58170,806,103772,424,09007,9007
2020-08-22,11,181,4,5,0,23,,,205,58344,814,103595,428,09007,9007
2020-08-23,11,181,4,5,0,23,,,206,58520,823,103415,432,09007,9007
2020-08-24,11,181,4,5,0,23,,,207,58697,831,103234,436,09007,9007
2020-08-25,11,181,4,5,0,23,,,207,58875,839,103052,439,09007,9007
2020-08-26,12,181,4,5,0,23,,,208,59056,847,102868,443,09007,9007
2020-08-27,12,181,4,5,0,23,,,209,59237,854,102683,447,09007,9007
2020-08-28,12,181,4,5,0,23,,,210,59420,862,102497,450,09007,9007
2020-08-29,12,181,4,5,0,23,,,211,59604,869,102309,453,09007,9007
2020-08-30,12,181,4,5,0,23,,,212,59790,877,102120,457,09007,9007
2020-08-31,13,181,5,5,0,23,,,213,59977,884,101930,460,09007,9007
2020-09-01,13,181,5,5,0,23,,,213,60166,891,101739,463,09007,9007
2020-09-02,13,181,5,5,0,23,,,214,60355,898,101546,466,09007,9007
2020-09-03,13,181,5,5,0,23,,,215,60546,904,101353,469,09007,9007
2020-09-04,14,181,5,5,0,23,,,216,60738,911,101158,471,09007,9007
2020-09-05,14,181,5,5,0,23,,,217,60930,917,100962,474,09007,9007
2020-09-06,14,181,5,5,0,23,,,218,61124,923,100766,476,09007,9007
2020-09-07,14,181,5,5,0,23,,,219,61319,928,100569,479,09007,9007
2020-09-08,14,181,5,5,0,23,,,220,61515,934,100371,481,09007,9007
2020-09-09,15,181,5,5,0,23,,,221,61712,939,100172,483,09007,9007
2020-09-10,15,181,5,5,0,23,,,222,61910,945,99972,485,09007,9007
2020-09-11,15,181,5,5,0,23,,,223,62108,949,99772,487,09007,9007
2020-09-12,15,181,6,5,0,23,,,224,62307,954,99571,489,09007,9007
2020-09-13,15,181,6,5,0,23,,,225,62507,958,99370,490,09007,9007
2020-09-14,15,181,6,5,0,23,,,226,62707,963,99168,492,09007,9007
2020-09-15,16,181,6,5,0,23,,,227,62908,967,98965,493,09007,9007
2020-09-16,16,181,6,5,0,23,,,228,63110,970,98763,494,09007,9007
2020-09-17,16,181,6,5,0,23,,,229,63312,974,98560,495,09007,9007
2020-09-18,16,181,6,5,0,23,,,230,63514,977,98356,496,09007,9007
2020-09-19,16,181,6,5,0,23,,,231,63717,980,98153,497,09007,9007
2020-09-20,16,181,6,5,1,23,,,232,63920,982,97950,498,09007,9007
2020-09-21,16,181,6,5,1,23,,,233,64122,985,97747,498,09007,9007
2020-09-22,16,181,6,5,1,23,,,234,64325,987,97543,499,09007,9007
2020-09-23,17,181,6,5,1,23,,,235,64528,989,97340,499,09007,9007
2020-09-24,17,181,6,5,1,23,,,236,64731,990,97137,499,09007,9007
2020-09-25,17,181,6,5,1,23,,,237,64935,991,96933,499,09007,9007
2020-09-26,17,181,6,5,1,23,,,238,65138,992,96730,499,09007,9007
2020-09-27,17,181,6,5,1,23,,,239,65340,993,96528,498,09007,9007
2020-09-28,17,181,6,5,1,23,,,240,65543,993,96326,498,09007,9007
2020-09-29,17,181,6,5,1,23,,,241,65745,993,96125,497,09007,9007
2020-09-30,17,181,6,5,1,23,,,242,65947,993,95923,496,09007,9007
2020-10-01,17,181,7,5,1,23,,,244,66150,993,95722,496,09007,9007
2020-10-02,17,181,7,5,1,23,,,245,66351,992,95521,495,09007,9007
2020-10-03,17,181,7,5,1,23,,,246,66552,991,95322,493,09007,9007
2020-10-04,17,181,7,5,1,23,,,247,66752,990,95123,492,09007,9007
2020-10-05,17,181,7,5,1,23,,,248,66952,988,94925,491,09007,9007
2020-10-06,17,181,7,5,1,23,,,249,67151,986,94727,489,09007,9007
2020-10-07,17,181,7,5,1,23,,,250,67350,984,94530,487,09007,9007
2020-10-08,17,181,7,5,1,23,,,251,67548,982,94333,486,09007,9007
2020-10-09,17,181,7,5,1,23,,,252,67744,979,94139,484,09007,9007
2020-10-10,17,181,7,5,1,23,,,253,67940,976,93946,482,09007,9007
2020-10-11,17,181,7,5,1,23,,,254,68134,973,93753,479,09007,9007
2020-10-12,17,181,7,5,1,23,,,255,68328,970,93562,477,09007,9007
2020-10-13,17,181,7,5,1,23,,,257,68521,966,93371,475,09007,9007
2020-10-14,17,181,7,5,1,23,,,258,68713,963,93181,472,09007,9007
2020-10-15,17,181,7,5,1,23,,,259,68905,958,92993,470,09007,9007
2020-10-16,17,181,7,5,1,23,,,260,69096,954,92805,467,09007,9007
2020-10-17,17,181,7,5,1,23,,,261,69285,950,92618,464,09007,9007
2020-10-18,17,181,7,5,1,23,,,262,69473,945,92433,461,09007,9007
2020-10-19,17,181,7,5,1,23,,,263,69659,940,92250,458,09007,9007
2020-10-20,17,181,7,5,1,23,,,264,69845,935,92068,455,09007,9007
2020-10-21,17,181,7,5,1,23,,,265,70029,929,91887,451,09007,9007
2020-10-22,17,181,7,5,1,23,,,266,70212,924,91707,448,09007,9007
2020-10-23,17,181,6,5,1,23,,,267,70394,918,91528,445,09007,9007
2020-10-24,17,181,6,5,1,23,,,268,70574,912,91351,441,09007,9007
2020-10-25,16,181,6,5,1,23,,,269,70753,905,91176,438,09007,9007
2020-10-26,16,181,6,5,1,23,,,270,70930,899,91003,434,09007,9007
2020-10-27,16,181,6,5,0,23,,,271,71106,893,90831,430,09007,9007
2020-10-28,16,181,6,5,0,23,,,272,71280,886,90660,426,09007,9007
2020-10-29,16,181,6,5,0,23,,,274,71454,879,90491,423,09007,9007
2020-10-30,16,181,6,5,0,23,,,275,71625,872,90323,419,09007,9007
2020-10-31,16,181,6,5,0,23,,,276,71796,864,90156,415,09007,9007
2020-03-17,0,186,0,8,0,15,,,4,0,49,150611,59,09013,9013
2020-03-18,0,186,0,8,0,15,,,4,26,64,150571,73,09013,9013
2020-03-19,0,186,0,8,0,15,,,4,60,83,150518,91,09013,9013
2020-03-20,0,186,0,8,0,15,1.3666799431,1.1931867238,4,102,106,150452,116,09013,9013
2020-03-21,0,186,0,8,0,15,1.3544321916,0.8214446701,4,156,135,150366,147,09013,9013
2020-03-22,1,186,0,8,0,15,1.3420419482,0.7210983768,4,224,172,150258,188,09013,9013
2020-03-23,1,186,0,8,0,15,1.3293276447,0.6785806585,4,310,218,150124,235,09013,9013
2020-03-24,2,186,0,8,0,15,1.3163708218,0.6534534577,4,417,275,149965,288,09013,9013
2020-03-25,2,186,0,8,0,15,1.3034874529,0.6456255606,5,546,341,149777,346,09013,9013
2020-03-26,3,186,1,8,0,15,1.2910325904,0.6376739642,5,700,418,149561,409,09013,9013
2020-03-27,4,186,1,8,0,15,1.2788019619,0.6123371292,5,880,504,149316,474,09013,9013
2020-03-28,5,186,1,8,1,15,1.2669104277,0.604222914,5,1087,598,149044,539,09013,9013
2020-03-29,7,186,2,8,1,15,1.2552467574,0.5960429202,5,1320,698,148749,601,09013,9013
2020-03-30,8,186,2,8,1,15,1.2441708267,0.599240266,5,1577,802,148436,657,09013,9013
2020-03-31,10,186,3,8,1,15,1.2333382924,0.5965938466,6,1854,905,148112,703,09013,9013
2020-04-01,11,186,3,8,2,15,1.2229878889,0.5707142372,6,2148,1004,147787,735,09013,9013
2020-04-02,13,186,4,8,2,15,1.2113399527,0.5740767068,6,2451,1093,147469,750,09013,9013
2020-04-03,15,186,4,8,3,15,1.2002990541,0.5599434316,7,2756,1167,147169,745,09013,9013
2020-04-04,17,186,5,8,3,15,1.1900411594,0.53981062,7,3055,1222,146896,718,09013,9013
2020-04-05,18,186,6,8,3,15,1.1809350637,0.5193453126,8,3339,1253,146660,670,09013,9013
2020-04-06,20,186,6,8,4,15,1.1718767146,0.5104132274,8,3602,1259,146445,622,09013,9013
2020-04-07,21,186,7,8,4,15,1.1625053394,0.501571505,9,3850,1249,146230,590,09013,9013
2020-04-08,22,186,7,8,4,15,1.1527349927,0.4812979504,9,4086,1232,146017,567,09013,9013
2020-04-09,23,186,7,8,4,15,1.1425857864,0.4611337631,10,4313,1210,145808,549,09013,9013
2020-04-10,24,186,7,8,4,15,1.1317919633,0.4469291633,11,4534,1185,145603,533,09013,9013
2020-04-11,24,186,8,8,5,15,1.1203366273,0.4444625314,11,4748,1160,145403,519,09013,9013
2020-04-12,25,186,8,8,5,15,1.1076201942,0.4250394386,12,4957,1135,145207,506,09013,9013
2020-04-13,25,186,8,8,5,15,1.0936214057,0.4233070381,13,5161,1109,145015,493,09013,9013
2020-04-14,25,186,8,8,5,15,1.0791648231,0.4217067913,14,5360,1084,144829,481,09013,9013
2020-04-15,25,186,8,8,5,15,1.0635723563,0.4146609434,14,5554,1059,144646,470,09013,9013
2020-04-16,25,186,8,8,5,15,1.0469795989,0.4079038545,15,5743,1035,144468,458,09013,9013
2020-04-17,25,186,8,8,5,15,1.0296702722,0.407127124,16,5928,1010,144294,447,09013,9013
2020-04-18,25,186,8,8,5,15,1.0114783266,0.400831681,17,6109,987,144125,436,09013,9013
2020-04-19,25,186,8,8,5,15,0.9926593627,0.3889437399,17,6285,963,143959,426,09013,9013
2020-04-20,25,186,8,8,5,15,0.9729521323,0.3888592245,18,6456,940,143798,415,09013,9013
2020-04-21,24,186,8,8,5,15,0.9530196607,0.3830662281,19,6624,918,143641,405,09013,9013
2020-04-22,24,186,8,8,5,15,0.9330771718,0.383049626,20,6787,896,143487,395,09013,9013
2020-04-23,24,186,8,8,5,15,0.913701853,0.3828692961,20,6946,874,143338,386,09013,9013
2020-04-24,23,186,8,8,5,15,0.894753506,0.3767922074,21,7102,853,143192,376,09013,9013
2020-04-25,23,186,7,8,5,15,0.8777835906,0.3701439945,22,7253,832,143050,367,09013,9013
2020-04-26,22,186,7,8,5,15,0.8642383513,0.379827671,23,7401,812,142911,357,09013,9013
2020-04-27,22,186,7,8,4,15,0.8536398911,0.3771136803,23,7545,792,142776,348,09013,9013
2020-04-28,21,186,7,8,4,15,0.8472378425,0.3847352952,24,7686,773,142645,339,09013,9013
2020-04-29,21,186,7,8,4,15,0.8455346749,0.39100046,25,7823,754,142516,331,09013,9013
2020-04-30,21,186,7,8,4,15,0.8484275221,0.390165367,25,7956,735,142391,323,09013,9013
2020-05-01,20,186,7,8,4,15,0.8569495448,0.3992522763,26,8086,717,142269,314,09013,9013
2020-05-02,20,186,6,8,4,15,0.8706311953,0.3895292213,27,8213,699,142150,307,09013,9013
2020-05-03,19,186,6,8,4,15,0.8888137649,0.395827371,27,8337,682,142031,301,09013,9013
2020-05-04,19,186,6,8,4,15,0.9114551215,0.4008383797,28,8459,666,141914,297,09013,9013
2020-05-05,18,186,6,8,4,15,0.9374878248,0.3990968883,28,8580,652,141797,293,09013,9013
2020-05-06,18,186,6,8,4,15,0.9655155883,0.3967794726,29,8699,639,141681,290,09013,9013
2020-05-07,18,186,6,8,4,15,0.9942703338,0.4231197087,30,8817,628,141565,288,09013,9013
2020-05-08,17,186,6,8,4,15,1.0222352827,0.4612349448,30,8934,618,141450,286,09013,9013
2020-05-09,17,186,5,8,3,15,1.0473991495,0.4539707622,31,9051,609,141334,285,09013,9013
2020-05-10,16,186,5,8,3,15,1.0680972104,0.4537692493,31,9167,601,141219,284,09013,9013
2020-05-11,16,186,5,8,3,15,1.0830655763,0.4494482543,32,9283,595,141103,284,09013,9013
2020-05-12,16,186,5,8,3,15,1.0908593104,0.4356513917,32,9399,590,140987,284,09013,9013
2020-05-13,16,186,5,8,3,15,1.0908299115,0.4298863757,33,9515,586,140870,285,09013,9013
2020-05-14,15,186,5,8,3,15,1.0819431755,0.4151312474,33,9632,583,140752,286,09013,9013
2020-05-15,15,186,5,8,3,15,1.0644942719,0.3913007985,34,9749,581,140633,287,09013,9013
2020-05-16,15,186,5,8,3,15,1.0391145454,0.3813067864,34,9867,580,140514,289,09013,9013
2020-05-17,15,186,5,8,3,15,1.0064479044,0.3676428226,35,9985,580,140395,290,09013,9013
2020-05-18,15,186,5,8,3,15,0.9676587649,0.3499727692,35,10103,580,140276,290,09013,9013
2020-05-19,14,186,4,8,3,15,0.9247240145,0.3392729533,36,10222,580,140158,290,09013,9013
2020-05-20,14,186,4,8,3,15,0.8785251925,0.3295153937,36,10340,580,140039,290,09013,9013
2020-05-21,14,186,4,8,3,15,0.8302391921,0.3261338533,36,10459,580,139921,290,09013,9013
2020-05-22,14,186,4,8,3,15,0.7828863635,0.3224829293,37,10577,580,139802,290,09013,9013
2020-05-23,14,186,4,8,3,15,0.7377397061,0.329742144,37,10696,580,139684,290,09013,9013
2020-05-24,14,186,4,8,3,15,0.6966221734,0.3358382507,38,10814,580,139566,290,09013,9013
2020-05-25,14,186,4,8,3,15,0.6606959734,0.351982754,38,10933,579,139448,290,09013,9013
2020-05-26,14,186,4,8,3,15,0.6301710802,0.3607945317,39,11051,579,139330,289,09013,9013
2020-05-27,14,186,4,8,3,15,0.6059644143,0.3677823942,39,11169,579,139212,289,09013,9013
2020-05-28,14,186,4,8,3,15,0.5884227954,0.4190342449,40,11287,579,139094,289,09013,9013
2020-05-29,14,186,4,8,3,15,0.5768491787,0.4512427737,40,11405,578,138977,288,09013,9013
2020-05-30,14,186,4,8,3,15,0.5708319915,0.4876208022,40,11522,578,138860,288,09013,9013
2020-05-31,14,186,4,8,3,15,0.5698758407,0.5340848407,41,11640,577,138743,287,09013,9013
2020-06-01,14,186,4,8,3,15,0.5728452451,0.562095161,41,11757,576,138626,287,09013,9013
2020-06-02,14,186,4,8,3,15,0.5788838232,0.589219487,42,11874,576,138509,286,09013,9013
2020-06-03,14,186,4,8,3,15,0.5868997006,0.6042260106,42,11991,575,138393,286,09013,9013
2020-06-04,14,186,4,8,3,15,0.5961843809,0.6188662624,43,12107,574,138277,285,09013,9013
2020-06-05,13,186,4,8,3,15,0.606071813,0.627559012,43,12224,573,138161,285,09013,9013
2020-06-06,13,186,4,8,3,15,0.6159689687,0.64779596,43,12340,572,138046,284,09013,9013
2020-06-07,13,186,4,8,3,15,0.625250194,0.6566637064,44,12456,571,137931,283,09013,9013
2020-06-08,13,186,4,8,3,15,0.6338683622,0.6714963637,44,12571,570,137816,283,09013,9013
2020-06-09,13,186,4,8,3,15,0.6419615651,0.6864805653,45,12687,569,137701,282,09013,9013
2020-06-10,13,186,4,8,3,15,0.649319168,0.6959036136,45,12802,568,137587,281,09013,9013
2020-06-11,13,186,4,8,3,15,0.6566693476,0.705328805,46,12916,566,137473,280,09013,9013
2020-06-12,13,186,4,8,3,15,0.6641681279,0.7262581043,46,13031,565,137360,280,09013,9013
2020-06-13,13,186,4,8,3,15,0.672037969,0.7355332823,46,13145,564,137247,279,09013,9013
2020-06-14,13,186,4,8,3,15,0.6807800246,0.7503301762,47,13258,562,137134,278,09013,9013
2020-06-15,13,186,4,8,3,15,0.6911537956,0.7646560346,47,13371,561,137021,277,09013,9013
2020-06-16,13,186,4,8,3,15,0.7031776498,0.7785055549,48,13484,559,136910,276,09013,9013
2020-06-17,13,186,4,8,3,15,0.716986254,0.8033868677,48,13597,558,136798,275,09013,9013
2020-06-18,13,186,4,8,3,15,0.7326070931,0.8219715306,49,13709,556,136687,274,09013,9013
2020-06-19,13,186,4,8,3,15,0.7499531896,0.834284652,49,13821,554,136576,273,09013,9013
2020-06-20,13,186,4,8,3,15,0.769088018,0.8460814109,49,13932,552,136466,272,09013,9013
2020-06-21,13,186,4,8,3,15,0.7891182792,0.869166686,50,14043,550,136356,271,09013,9013
2020-06-22,13,186,4,8,3,15,0.8102407675,0.8803896569,50,14153,549,136247,270,09013,9013
2020-06-23,13,186,4,8,3,15,0.8315373771,0.897335866,51,14263,547,136138,269,09013,9013
2020-06-24,13,186,4,8,3,15,0.8526340663,0.8912457764,51,14372,545,136030,268,09013,9013
2020-06-25,13,186,4,8,3,15,0.8728456043,0.8911847107,51,14481,543,135922,267,09013,9013
2020-06-26,13,186,4,8,3,15,0.8919631906,0.8856659389,52,14590,541,135814,265,09013,9013
2020-06-27,13,186,4,8,3,15,0.9094097848,0.8921765464,52,14698,538,135708,264,09013,9013
2020-06-28,13,186,4,8,2,15,0.9246992278,0.8704423563,53,14806,536,135601,263,09013,9013
2020-06-29,13,186,4,8,2,15,0.9381287229,0.8607920922,53,14913,534,135496,262,09013,9013
2020-06-30,13,186,4,8,2,15,0.9491029573,0.851850601,54,15019,532,135390,260,09013,9013
2020-07-01,13,186,4,8,2,15,0.9578796979,0.8435434715,54,15125,529,135286,259,09013,9013
2020-07-02,13,186,4,8,2,15,0.9647498648,0.8415602251,54,15230,527,135182,258,09013,9013
2020-07-03,13,186,4,8,2,15,0.9700879758,0.8342457425,55,15335,525,135078,257,09013,9013
2020-07-04,12,186,4,8,2,15,0.9733858935,0.8448407211,55,15440,522,134975,255,09013,9013
2020-07-05,12,186,4,8,2,15,0.9754411411,0.8442474222,55,15543,520,134872,254,09013,9013
2020-07-06,12,186,4,8,2,15,0.9767067114,0.8381085809,56,15647,517,134770,253,09013,9013
2020-07-07,12,186,4,8,2,15,0.9776188957,0.8436187586,56,15750,515,134669,251,09013,9013
2020-07-08,12,186,4,8,2,15,0.9787195641,0.843301023,57,15852,512,134568,250,09013,9013
2020-07-09,12,186,4,8,2,15,0.9807183269,0.8484975326,57,15953,509,134468,248,09013,9013
2020-07-10,12,186,4,8,2,15,0.9835611161,0.8476768901,57,16054,507,134369,247,09013,9013
2020-07-11,12,186,4,8,2,15,0.9874957144,0.8696350801,58,16154,504,134270,246,09013,9013
2020-07-12,12,186,4,8,2,15,0.9931564254,0.8622274709,58,16254,501,134171,244,09013,9013
2020-07-13,12,186,4,8,2,15,1.0006391757,0.8600673869,59,16353,498,134074,243,09013,9013
2020-07-14,12,186,4,8,2,15,1.0101323406,0.8573269463,59,16452,496,133977,241,09013,9013
2020-07-15,12,186,4,8,2,15,1.0213229172,0.8598700078,59,16550,493,133880,240,09013,9013
2020-07-16,12,186,4,8,2,15,1.0346560331,0.8387005607,60,16649,490,133783,238,09013,9013
