state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
CT,2020-06-17,80,262.588630890961,160.860709038697,414.391838033724,9,10.711343896744,8.25631415640021,13.6713555721661,0.729062817046223,0.521311042178102,0.974433656669406,3051.33795570769,2074.21234940688,4359.02155828307
CT,2020-06-18,11,251.840836591294,150.460372330808,405.401317503169,7,10.1009130026115,7.77202173521071,12.9142050290245,0.729000843539024,0.521282868179522,0.974312431298156,2917.42399483987,1988.78581639078,4164.88067974677
CT,2020-06-19,117,242.169948089992,140.668777207339,398.734878038985,12,9.52536047506748,7.30534165646068,12.1795812350258,0.730145546349467,0.521068265550076,0.976417254570268,2791.88832845027,1900.08250505825,3986.6145385515
CT,2020-06-20,158,277.493686156047,178.29653751765,421.317971852223,13,8.98321259619238,6.90136769800515,11.5159382951506,0.881955647635318,0.657217619463009,1.14515079110227,2673.47854871214,1802.17128630013,3871.99587939201
CT,2020-06-21,40,266.964760327396,167.832629722554,409.810358720715,9,8.47383016492155,6.50575067782503,10.8354743411341,0.882497348194174,0.658393837787927,1.1451096904633,2568.45105470447,1722.29348919809,3783.8837552386
CT,2020-06-22,27,262.158055998572,162.44500982394,406.06886600879,3,7.9958087110949,6.13673719869788,10.2462429754718,0.893744934906441,0.669364986919088,1.1461448511081,2487.35908792633,1663.79834155784,3680.63924826257
CT,2020-06-23,117,255.676056258669,155.423730014872,401.862930902616,14,7.54692188275768,5.79303092781175,9.65521602966479,0.892187186824282,0.669406831709306,1.14446951201489,2425.06311419019,1612.11108292539,3607.95209265452
CT,2020-06-24,14,251.092067765881,148.340856996876,398.847646952214,10,7.12621602778142,5.47188823958805,9.12354110234072,0.892481441896443,0.669512841971285,1.14396581389229,2375.18765560473,1579.01867781719,3515.51963959035
CT,2020-06-25,81,246.888754620532,142.505666371659,396.653197475349,11,6.73345506286016,5.17984187915721,8.63643724778755,0.891311743544806,0.669901744696941,1.14179130419231,2332.44408291205,1537.29908700213,3472.26239595015
CT,2020-06-26,65,244.280096715974,136.935061049683,400.862507842189,9,6.36618041526335,4.90086010375948,8.16076488081643,0.894583801881109,0.668167348514335,1.14906589295231,2293.67557272914,1497.57906261644,3441.05808269576
CT,2020-06-27,147,250.768948484799,152.891990249015,392.446624298673,4,6.02426943218601,4.65087400640711,7.77253733087802,0.941914158343699,0.714322327793305,1.2069188581146,2257.33471970105,1454.56456006811,3423.6050630745
CT,2020-06-28,97,246.313838464889,148.220684921227,391.665544325829,5,5.70639159800037,4.39982168902951,7.37796200930642,0.938351864848347,0.707806026693376,1.20221817422452,2224.43640632387,1418.36945575664,3396.23253753796
CT,2020-06-29,59,245.651024970538,144.619165676154,391.750566094838,4,5.41192496873373,4.16675860975763,6.98595466973044,0.946585342327813,0.716033494948666,1.2180130861755,2196.86866053479,1389.16838476695,3371.42444243408
CT,2020-06-30,152,243.161358185898,140.403802138013,393.567539076339,2,5.13952567532661,3.95578484686045,6.62204543337003,0.945368814886729,0.715832427503953,1.21295972993945,2173.34582008793,1374.94046359082,3341.43662223471
CT,2020-07-01,58,240.830430743827,136.600465335907,398.11650279766,2,4.88798095853915,3.76823370844202,6.2976567106424,0.943063938009739,0.716430307580733,1.20704004257415,2152.90941876857,1356.48818012568,3322.32063381281
CT,2020-07-02,74,237.837757226072,131.978939877113,401.780438609755,2,4.65668536224167,3.59243398139468,6.00153160528515,0.937048852676264,0.707908585965488,1.20047153289361,2134.3560507366,1340.11826471204,3290.24443822845
CT,2020-07-03,71,238.992723743823,128.881162744113,409.462356509473,9,4.44435024166533,3.41586906334265,5.7374025733022,0.947448883732581,0.716072162774946,1.21899877430505,2116.6582164329,1314.20263932216,3301.82962114349
CT,2020-07-04,0,242.415161314272,140.409245554183,386.108135856368,0,4.24979612643052,3.26288583395332,5.5191181594251,0.980407520895362,0.744162065492744,1.26521265026464,2099.57461982478,1279.22317883552,3275.65737005376
CT,2020-07-05,0,238.165331027199,138.710932381652,383.097848641746,0,4.07198400426713,3.11676101583248,5.32166326568863,0.969626104660217,0.739433850440273,1.23263760896337,2084.58185346282,1258.94534279013,3292.62514278756
CT,2020-07-06,259,237.528967521752,136.348484570454,387.103553491189,3,3.91026450065314,2.9770204426053,5.14305385700818,0.971806777358111,0.742003538021271,1.23663543413385,2072.37017573921,1244.43318454569,3284.26799469551
CT,2020-07-07,57,236.943413538608,133.736499261762,390.630310860157,0,3.76300485752176,2.85800134065422,4.9608864373089,0.972886461671518,0.740745856431658,1.23955970923655,2061.51319304566,1236.64267698641,3262.90883711182
CT,2020-07-08,75,236.553884982592,130.819232745791,395.357186810546,5,3.62930609110106,2.74922497741779,4.81873986704363,0.973983727897653,0.741995125478305,1.24074951051405,2051.56061926576,1230.28741578523,3248.27169890616
CT,2020-07-09,101,235.292197899482,128.41511258557,401.122059693251,5,3.50831349156483,2.65262567435976,4.6839232676785,0.970825265975757,0.740417764319673,1.23293678336944,2042.41854767061,1229.37837106776,3240.30908093104
CT,2020-07-10,78,236.446534774563,125.980907591469,408.874906239494,0,3.39904212421408,2.55111166284532,4.56343010621075,0.977455521538107,0.742026069237855,1.25414624440249,2033.96584255113,1212.00646061653,3248.53538752396
CT,2020-07-11,0,234.826543858294,127.828335606681,398.524872305306,0,3.30030439325844,2.46016867019712,4.44910811452448,0.983771938839493,0.689850920804857,1.34892408619567,2026.21114419892,1194.09112610614,3239.50290757269
CT,2020-07-12,0,233.896859675897,126.030721212969,402.883006478492,0,3.21101321860581,2.37376628675258,4.35335322546395,0.982349200667851,0.688951068792115,1.35081945919493,2019.39729090043,1175.52172505815,3249.44757605832
CT,2020-07-13,223,235.448658814019,125.700095414311,410.122324802695,23,3.13091290671616,2.28547494802113,4.27440714931947,0.990071960773315,0.702308657980947,1.35410326059789,2013.02175413825,1174.42068000352,3250.40732364499
CT,2020-07-14,20,235.363116160521,122.394639535399,419.188017947558,1,3.05876878969906,2.20795453507871,4.19177727283558,0.989621255698079,0.701550091053114,1.35352616516267,2007.14325468603,1175.17768627062,3256.79893122056
CT,2020-07-15,106,235.446438361161,118.524530679502,429.234825390114,8,2.9941369576597,2.14276117503712,4.14585674281515,0.98880140412126,0.70106696666944,1.35253243024604,2002.33581456407,1166.06931015729,3264.36119453561
CT,2020-07-16,114,235.888648120439,115.147068922202,438.316615851245,9,2.93580270664814,2.07676988573597,4.10280694847068,0.988725173503066,0.701025693654319,1.35236951566697,1998.60460766722,1150.26086753558,3288.8233530531
CT,2020-07-17,143,237.241687909827,112.378669244978,452.155956236237,7,2.88381990965324,2.0240543318764,4.06550964672186,0.99205716269369,0.703017158305583,1.35299493706234,1995.88069032136,1137.62845744483,3334.70218713016
CT,2020-07-18,0,240.47377781702,101.709667978238,477.655901142004,0,2.83716259461761,1.96588232020258,4.01493321308062,1.00824215400939,0.606708695419386,1.52484921825361,1994.29544855945,1123.84676987285,3350.32560173485
CT,2020-07-19,0,240.987412453138,98.3212127929933,488.161751334733,0,2.79527179461098,1.90908519921983,3.99241290404043,1.00677333759357,0.604328978740646,1.52221867000435,1994.46465700424,1104.10706567859,3409.66078449622
CT,2020-07-20,162,243.459838506883,96.0519135201509,506.826895373878,10,2.75802838627304,1.86718448698457,3.96487791133104,1.01098228940875,0.611080228553748,1.51884078089792,1996.91680407686,1078.3291715297,3438.14297448604
