state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
CT,2020-03-03,0,141.078921938642,49.9516239108541,312.840354857868,0,0.0168452281966499,0.00351311471462202,0.0494546145320316,4.29567076515073,3.09023269754852,5.75555149836701,299.447826043506,79.0930261416063,783.965894524324
CT,2020-03-04,0,178.373967376852,66.2127405703403,379.272679911085,0,0.0244197926407946,0.0052068001118685,0.0710770060417658,4.22014260712236,3.02734925832232,5.65743699470569,383.291086532907,109.229420681003,961.635645945412
CT,2020-03-05,0,232.65813057548,91.082871851426,479.258736109241,0,0.034165687930592,0.00747213981196313,0.0986505611121687,4.27026018542237,3.07036977398677,5.72698060988133,491.163826817863,150.141199607308,1194.39117383724
CT,2020-03-06,0,276.280019332489,114.058273022721,558.870029935033,0,0.0466122260919129,0.0104983647920884,0.13352102843729,3.93828850798064,2.7997833650382,5.33439995326606,629.426975589644,205.580320115857,1471.44892954712
CT,2020-03-07,2,402.436285473587,178.289899697895,760.79972589332,0,0.0625976622073064,0.0146261712874893,0.176808017654565,4.48011682882591,3.31783315843079,5.90044568358235,804.294138720549,278.855937457632,1818.75166280455
CT,2020-03-08,0,499.163824560579,233.079690108354,906.123488005018,0,0.0829136078215973,0.0205498322326132,0.229726534797827,4.33211561739293,3.20663319591873,5.72398912883768,1027.84117518375,375.576419392323,2237.05031229396
CT,2020-03-09,0,669.146422250767,326.70818462843,1191.91734327302,0,0.108890312059261,0.0284404439153201,0.294104121753758,4.47902353587032,3.3163855954425,5.89965377887793,1325.4028700372,510.511255184825,2765.09007108707
CT,2020-03-10,0,846.310716333978,431.031226355904,1466.02229957011,0,0.141928424907001,0.039139589522779,0.373863736827128,4.35553781522497,3.22203376793158,5.75083917220076,1716.1471111364,708.501887036647,3418.12636501568
CT,2020-03-11,1,1116.89734144717,589.279420722326,1892.25645595897,0,0.183946776325815,0.0538216125530137,0.470530167738246,4.403855163339,3.26439598454192,5.80605561904867,2228.42133369147,975.322086531942,4303.66411436782
CT,2020-03-12,2,1622.8376797769,877.859570455698,2708.17083151639,0,0.237866435173184,0.0731247016338711,0.588168789564226,4.89555265922023,3.65304246748212,6.43431794654385,2893.55049258102,1328.08618558197,5438.30411992751
CT,2020-03-13,6,1894.45946785792,1059.54057235962,3109.57005821923,0,0.307111609863544,0.101226252760862,0.733670945692076,4.35123478799049,3.21766475615201,5.7462459423487,3787.85893361126,1823.6595123169,6757.02645149147
CT,2020-03-14,11,2514.89275140278,1519.6168926609,3932.09531828996,0,0.396257844475468,0.13882051485988,0.909037192779029,4.38196936273752,3.30838807278637,5.61068982730359,4989.83106464016,2520.1709894715,8720.12333210411
CT,2020-03-15,2,2850.77747498293,1800.21823291463,4352.96968637062,0,0.511575280186951,0.191124840867025,1.12351968001209,3.7940981784501,2.84926140044377,4.88748926763783,6525.51763189243,3414.66314957811,11113.162039272
